userId,movieId
492.0,3
501.0,3
544.0,3
552.0,3
555.0,3
588.0,3
590.0,3
594.0,3
599.0,3
608.0,3
6.0,4
14.0,4
84.0,4
162.0,4
262.0,4
411.0,4
600.0,4
6.0,5
31.0,5
43.0,5
45.0,5
58.0,5
66.0,5
68.0,5
84.0,5
103.0,5
107.0,5
111.0,5
117.0,5
120.0,5
121.0,5
147.0,5
150.0,5
169.0,5
170.0,5
181.0,5
200.0,5
229.0,5
269.0,5
270.0,5
276.0,5
288.0,5
321.0,5
337.0,5
353.0,5
389.0,5
402.0,5
414.0,5
437.0,5
448.0,5
451.0,5
456.0,5
458.0,5
470.0,5
474.0,5
483.0,5
489.0,5
490.0,5
492.0,5
501.0,5
509.0,5
521.0,5
561.0,5
590.0,5
600.0,5
604.0,5
1.0,6
6.0,6
11.0,6
18.0,6
23.0,6
24.0,6
28.0,6
32.0,6
44.0,6
45.0,6
57.0,6
62.0,6
64.0,6
68.0,6
79.0,6
82.0,6
84.0,6
91.0,6
102.0,6
105.0,6
109.0,6
112.0,6
117.0,6
121.0,6
140.0,6
150.0,6
160.0,6
166.0,6
181.0,6
182.0,6
191.0,6
195.0,6
199.0,6
202.0,6
217.0,6
219.0,6
220.0,6
239.0,6
244.0,6
266.0,6
269.0,6
270.0,6
274.0,6
282.0,6
286.0,6
294.0,6
297.0,6
305.0,6
308.0,6
312.0,6
313.0,6
314.0,6
317.0,6
318.0,6
325.0,6
336.0,6
337.0,6
339.0,6
353.0,6
362.0,6
368.0,6
372.0,6
373.0,6
380.0,6
385.0,6
386.0,6
389.0,6
391.0,6
400.0,6
414.0,6
425.0,6
434.0,6
437.0,6
438.0,6
444.0,6
451.0,6
469.0,6
470.0,6
474.0,6
480.0,6
486.0,6
492.0,6
493.0,6
501.0,6
521.0,6
524.0,6
532.0,6
553.0,6
559.0,6
561.0,6
573.0,6
577.0,6
580.0,6
588.0,6
590.0,6
592.0,6
597.0,6
599.0,6
602.0,6
603.0,6
604.0,6
610.0,6
6.0,7
14.0,7
19.0,7
31.0,7
32.0,7
33.0,7
42.0,7
43.0,7
45.0,7
51.0,7
58.0,7
68.0,7
71.0,7
84.0,7
90.0,7
95.0,7
117.0,7
150.0,7
169.0,7
177.0,7
179.0,7
181.0,7
188.0,7
199.0,7
206.0,7
257.0,7
262.0,7
270.0,7
276.0,7
280.0,7
286.0,7
304.0,7
314.0,7
337.0,7
350.0,7
411.0,7
414.0,7
451.0,7
470.0,7
474.0,7
489.0,7
492.0,7
498.0,7
501.0,7
510.0,7
513.0,7
521.0,7
529.0,7
541.0,7
566.0,7
597.0,7
599.0,7
600.0,7
606.0,7
6.0,8
20.0,8
43.0,8
274.0,8
372.0,8
414.0,8
436.0,8
501.0,8
151.0,9
179.0,9
217.0,9
269.0,9
270.0,9
337.0,9
353.0,9
364.0,9
389.0,9
402.0,9
428.0,9
437.0,9
456.0,9
464.0,9
492.0,9
599.0,9
6.0,10
8.0,10
11.0,10
19.0,10
21.0,10
26.0,10
31.0,10
34.0,10
42.0,10
43.0,10
46.0,10
56.0,10
57.0,10
59.0,10
63.0,10
68.0,10
81.0,10
82.0,10
84.0,10
91.0,10
93.0,10
94.0,10
99.0,10
104.0,10
117.0,10
119.0,10
136.0,10
144.0,10
160.0,10
166.0,10
170.0,10
173.0,10
174.0,10
176.0,10
178.0,10
181.0,10
182.0,10
186.0,10
192.0,10
195.0,10
200.0,10
202.0,10
208.0,10
217.0,10
219.0,10
220.0,10
226.0,10
229.0,10
232.0,10
235.0,10
240.0,10
243.0,10
244.0,10
248.0,10
262.0,10
274.0,10
282.0,10
284.0,10
288.0,10
292.0,10
294.0,10
301.0,10
304.0,10
307.0,10
313.0,10
314.0,10
322.0,10
331.0,10
334.0,10
340.0,10
347.0,10
349.0,10
353.0,10
354.0,10
361.0,10
368.0,10
372.0,10
376.0,10
380.0,10
385.0,10
386.0,10
387.0,10
391.0,10
395.0,10
408.0,10
411.0,10
414.0,10
419.0,10
425.0,10
434.0,10
438.0,10
441.0,10
446.0,10
447.0,10
448.0,10
452.0,10
453.0,10
458.0,10
462.0,10
469.0,10
470.0,10
476.0,10
480.0,10
483.0,10
485.0,10
486.0,10
489.0,10
498.0,10
501.0,10
517.0,10
520.0,10
522.0,10
524.0,10
531.0,10
534.0,10
541.0,10
557.0,10
559.0,10
566.0,10
569.0,10
570.0,10
573.0,10
580.0,10
584.0,10
588.0,10
590.0,10
592.0,10
597.0,10
599.0,10
602.0,10
608.0,10
609.0,10
6.0,11
8.0,11
33.0,11
35.0,11
38.0,11
42.0,11
43.0,11
45.0,11
56.0,11
57.0,11
68.0,11
84.0,11
89.0,11
94.0,11
100.0,11
107.0,11
109.0,11
113.0,11
117.0,11
121.0,11
140.0,11
156.0,11
169.0,11
174.0,11
177.0,11
181.0,11
199.0,11
201.0,11
202.0,11
235.0,11
239.0,11
263.0,11
290.0,11
304.0,11
314.0,11
322.0,11
345.0,11
347.0,11
353.0,11
357.0,11
372.0,11
373.0,11
387.0,11
404.0,11
410.0,11
411.0,11
414.0,11
438.0,11
446.0,11
455.0,11
469.0,11
474.0,11
476.0,11
489.0,11
500.0,11
501.0,11
514.0,11
530.0,11
541.0,11
566.0,11
570.0,11
579.0,11
587.0,11
590.0,11
594.0,11
597.0,11
599.0,11
602.0,11
606.0,11
607.0,11
19.0,12
44.0,12
120.0,12
151.0,12
217.0,12
273.0,12
274.0,12
276.0,12
288.0,12
294.0,12
337.0,12
350.0,12
351.0,12
380.0,12
448.0,12
492.0,12
524.0,12
571.0,12
599.0,12
6.0,13
19.0,13
20.0,13
288.0,13
304.0,13
328.0,13
476.0,13
509.0,13
84.0,14
90.0,14
109.0,14
182.0,14
206.0,14
270.0,14
302.0,14
337.0,14
372.0,14
385.0,14
437.0,14
470.0,14
474.0,14
492.0,14
521.0,14
544.0,14
602.0,14
604.0,14
6.0,15
19.0,15
93.0,15
136.0,15
284.0,15
314.0,15
414.0,15
501.0,15
541.0,15
559.0,15
592.0,15
599.0,15
606.0,15
6.0,16
18.0,16
28.0,16
42.0,16
61.0,16
64.0,16
68.0,16
88.0,16
91.0,16
100.0,16
103.0,16
105.0,16
109.0,16
111.0,16
112.0,16
121.0,16
136.0,16
162.0,16
177.0,16
181.0,16
182.0,16
187.0,16
191.0,16
195.0,16
201.0,16
226.0,16
239.0,16
240.0,16
257.0,16
261.0,16
266.0,16
274.0,16
282.0,16
287.0,16
289.0,16
298.0,16
303.0,16
305.0,16
307.0,16
310.0,16
311.0,16
312.0,16
317.0,16
330.0,16
332.0,16
337.0,16
339.0,16
357.0,16
362.0,16
368.0,16
372.0,16
373.0,16
380.0,16
385.0,16
386.0,16
405.0,16
413.0,16
414.0,16
427.0,16
437.0,16
444.0,16
446.0,16
448.0,16
453.0,16
462.0,16
464.0,16
474.0,16
480.0,16
482.0,16
483.0,16
501.0,16
510.0,16
514.0,16
553.0,16
580.0,16
585.0,16
588.0,16
599.0,16
602.0,16
603.0,16
608.0,16
610.0,16
6.0,17
31.0,17
33.0,17
38.0,17
40.0,17
54.0,17
68.0,17
71.0,17
84.0,17
90.0,17
94.0,17
100.0,17
112.0,17
117.0,17
132.0,17
144.0,17
156.0,17
162.0,17
166.0,17
173.0,17
182.0,17
191.0,17
198.0,17
206.0,17
214.0,17
227.0,17
246.0,17
262.0,17
263.0,17
266.0,17
270.0,17
275.0,17
288.0,17
301.0,17
302.0,17
304.0,17
314.0,17
323.0,17
337.0,17
346.0,17
350.0,17
357.0,17
389.0,17
404.0,17
412.0,17
414.0,17
437.0,17
445.0,17
446.0,17
451.0,17
474.0,17
488.0,17
489.0,17
501.0,17
509.0,17
517.0,17
566.0,17
572.0,17
579.0,17
590.0,17
594.0,17
597.0,17
599.0,17
600.0,17
603.0,17
604.0,17
606.0,17
44.0,18
66.0,18
68.0,18
95.0,18
103.0,18
109.0,18
179.0,18
182.0,18
256.0,18
295.0,18
307.0,18
318.0,18
380.0,18
414.0,18
483.0,18
489.0,18
501.0,18
521.0,18
599.0,18
606.0,18
6.0,19
14.0,19
19.0,19
21.0,19
40.0,19
42.0,19
45.0,19
56.0,19
58.0,19
64.0,19
66.0,19
68.0,19
91.0,19
94.0,19
100.0,19
103.0,19
112.0,19
117.0,19
121.0,19
122.0,19
136.0,19
139.0,19
141.0,19
144.0,19
156.0,19
177.0,19
179.0,19
200.0,19
217.0,19
219.0,19
222.0,19
226.0,19
229.0,19
240.0,19
249.0,19
274.0,19
276.0,19
280.0,19
284.0,19
292.0,19
294.0,19
307.0,19
308.0,19
318.0,19
321.0,19
323.0,19
325.0,19
347.0,19
353.0,19
357.0,19
369.0,19
373.0,19
376.0,19
377.0,19
379.0,19
380.0,19
381.0,19
408.0,19
428.0,19
432.0,19
438.0,19
448.0,19
470.0,19
475.0,19
477.0,19
480.0,19
483.0,19
489.0,19
495.0,19
497.0,19
509.0,19
520.0,19
524.0,19
534.0,19
541.0,19
552.0,19
555.0,19
559.0,19
565.0,19
584.0,19
590.0,19
592.0,19
599.0,19
600.0,19
602.0,19
604.0,19
606.0,19
608.0,19
78.0,20
199.0,20
217.0,20
239.0,20
249.0,20
274.0,20
284.0,20
326.0,20
386.0,20
448.0,20
464.0,20
501.0,20
524.0,20
588.0,20
599.0,20
4.0,21
5.0,21
6.0,21
8.0,21
28.0,21
32.0,21
33.0,21
35.0,21
38.0,21
40.0,21
42.0,21
45.0,21
54.0,21
57.0,21
58.0,21
66.0,21
84.0,21
91.0,21
94.0,21
102.0,21
109.0,21
112.0,21
115.0,21
117.0,21
135.0,21
140.0,21
156.0,21
181.0,21
182.0,21
191.0,21
199.0,21
216.0,21
219.0,21
229.0,21
235.0,21
239.0,21
242.0,21
262.0,21
266.0,21
273.0,21
275.0,21
284.0,21
288.0,21
294.0,21
301.0,21
302.0,21
304.0,21
307.0,21
308.0,21
314.0,21
321.0,21
356.0,21
368.0,21
372.0,21
373.0,21
379.0,21
380.0,21
385.0,21
386.0,21
404.0,21
410.0,21
411.0,21
414.0,21
438.0,21
444.0,21
446.0,21
448.0,21
453.0,21
458.0,21
462.0,21
470.0,21
474.0,21
480.0,21
486.0,21
489.0,21
501.0,21
524.0,21
555.0,21
565.0,21
566.0,21
572.0,21
587.0,21
588.0,21
592.0,21
597.0,21
599.0,21
602.0,21
603.0,21
608.0,21
6.0,22
42.0,22
58.0,22
64.0,22
91.0,22
99.0,22
121.0,22
140.0,22
160.0,22
181.0,22
217.0,22
226.0,22
274.0,22
297.0,22
307.0,22
314.0,22
323.0,22
325.0,22
353.0,22
368.0,22
373.0,22
386.0,22
411.0,22
414.0,22
428.0,22
429.0,22
474.0,22
489.0,22
504.0,22
514.0,22
541.0,22
580.0,22
584.0,22
588.0,22
602.0,22
604.0,22
28.0,23
43.0,23
99.0,23
102.0,23
136.0,23
140.0,23
182.0,23
239.0,23
274.0,23
314.0,23
414.0,23
464.0,23
483.0,23
524.0,23
599.0,23
604.0,23
6.0,24
32.0,24
71.0,24
111.0,24
181.0,24
198.0,24
201.0,24
234.0,24
263.0,24
266.0,24
274.0,24
290.0,24
307.0,24
321.0,24
337.0,24
342.0,24
414.0,24
474.0,24
477.0,24
479.0,24
483.0,24
518.0,24
555.0,24
591.0,24
592.0,24
599.0,24
600.0,24
608.0,24
6.0,25
14.0,25
31.0,25
32.0,25
33.0,25
36.0,25
64.0,25
68.0,25
84.0,25
90.0,25
91.0,25
95.0,25
108.0,25
109.0,25
112.0,25
113.0,25
118.0,25
121.0,25
144.0,25
150.0,25
156.0,25
171.0,25
178.0,25
181.0,25
182.0,25
187.0,25
191.0,25
195.0,25
198.0,25
199.0,25
201.0,25
206.0,25
214.0,25
235.0,25
262.0,25
265.0,25
269.0,25
270.0,25
275.0,25
282.0,25
290.0,25
302.0,25
305.0,25
308.0,25
330.0,25
337.0,25
353.0,25
372.0,25
373.0,25
385.0,25
386.0,25
389.0,25
391.0,25
402.0,25
405.0,25
414.0,25
432.0,25
437.0,25
446.0,25
451.0,25
462.0,25
464.0,25
474.0,25
501.0,25
521.0,25
524.0,25
552.0,25
566.0,25
570.0,25
580.0,25
588.0,25
589.0,25
602.0,25
603.0,25
604.0,25
607.0,25
6.0,26
32.0,26
40.0,26
68.0,26
117.0,26
182.0,26
262.0,26
314.0,26
470.0,26
474.0,26
483.0,26
488.0,26
599.0,26
6.0,27
280.0,27
307.0,27
337.0,27
414.0,27
458.0,27
474.0,27
501.0,27
506.0,27
33.0,28
100.0,28
177.0,28
246.0,28
262.0,28
474.0,28
509.0,28
594.0,28
603.0,28
605.0,28
606.0,28
23.0,29
43.0,29
66.0,29
91.0,29
95.0,29
132.0,29
171.0,29
182.0,29
187.0,29
202.0,29
221.0,29
246.0,29
253.0,29
260.0,29
267.0,29
268.0,29
274.0,29
287.0,29
295.0,29
313.0,29
318.0,29
323.0,29
325.0,29
330.0,29
387.0,29
391.0,29
440.0,29
469.0,29
474.0,29
483.0,29
521.0,29
555.0,29
576.0,29
599.0,29
600.0,29
602.0,29
603.0,29
606.0,29
325.0,30
527.0,30
603.0,30
3.0,31
6.0,31
28.0,31
40.0,31
47.0,31
58.0,31
68.0,31
84.0,31
104.0,31
109.0,31
117.0,31
131.0,31
159.0,31
162.0,31
181.0,31
203.0,31
240.0,31
282.0,31
307.0,31
314.0,31
337.0,31
362.0,31
372.0,31
387.0,31
411.0,31
414.0,31
426.0,31
437.0,31
447.0,31
464.0,31
474.0,31
479.0,31
483.0,31
518.0,31
534.0,31
561.0,31
599.0,31
608.0,31
4.0,32
6.0,32
8.0,32
14.0,32
18.0,32
19.0,32
23.0,32
24.0,32
28.0,32
32.0,32
33.0,32
39.0,32
45.0,32
46.0,32
50.0,32
54.0,32
57.0,32
58.0,32
61.0,32
63.0,32
64.0,32
66.0,32
72.0,32
78.0,32
80.0,32
81.0,32
90.0,32
91.0,32
94.0,32
95.0,32
105.0,32
109.0,32
112.0,32
115.0,32
117.0,32
120.0,32
122.0,32
132.0,32
133.0,32
135.0,32
144.0,32
146.0,32
149.0,32
150.0,32
160.0,32
166.0,32
171.0,32
174.0,32
179.0,32
182.0,32
191.0,32
195.0,32
198.0,32
201.0,32
202.0,32
206.0,32
219.0,32
220.0,32
221.0,32
222.0,32
226.0,32
227.0,32
235.0,32
237.0,32
239.0,32
242.0,32
247.0,32
249.0,32
254.0,32
259.0,32
264.0,32
265.0,32
266.0,32
269.0,32
270.0,32
271.0,32
273.0,32
274.0,32
275.0,32
277.0,32
282.0,32
284.0,32
288.0,32
292.0,32
298.0,32
302.0,32
303.0,32
304.0,32
305.0,32
307.0,32
312.0,32
313.0,32
314.0,32
317.0,32
318.0,32
323.0,32
325.0,32
330.0,32
332.0,32
337.0,32
339.0,32
345.0,32
347.0,32
350.0,32
353.0,32
354.0,32
364.0,32
372.0,32
373.0,32
375.0,32
376.0,32
377.0,32
380.0,32
381.0,32
385.0,32
386.0,32
387.0,32
389.0,32
391.0,32
398.0,32
405.0,32
414.0,32
420.0,32
424.0,32
425.0,32
434.0,32
437.0,32
438.0,32
445.0,32
446.0,32
448.0,32
449.0,32
451.0,32
453.0,32
456.0,32
462.0,32
464.0,32
468.0,32
469.0,32
470.0,32
474.0,32
476.0,32
477.0,32
480.0,32
483.0,32
486.0,32
489.0,32
492.0,32
501.0,32
509.0,32
512.0,32
513.0,32
520.0,32
521.0,32
524.0,32
529.0,32
544.0,32
553.0,32
555.0,32
559.0,32
560.0,32
561.0,32
565.0,32
566.0,32
570.0,32
580.0,32
587.0,32
590.0,32
596.0,32
599.0,32
600.0,32
602.0,32
603.0,32
604.0,32
606.0,32
608.0,32
610.0,32
5.0,34
6.0,34
8.0,34
18.0,34
19.0,34
20.0,34
26.0,34
27.0,34
33.0,34
40.0,34
43.0,34
63.0,34
64.0,34
68.0,34
82.0,34
84.0,34
93.0,34
94.0,34
95.0,34
96.0,34
103.0,34
109.0,34
111.0,34
115.0,34
117.0,34
126.0,34
132.0,34
136.0,34
140.0,34
142.0,34
144.0,34
156.0,34
160.0,34
169.0,34
170.0,34
174.0,34
179.0,34
181.0,34
185.0,34
191.0,34
198.0,34
200.0,34
201.0,34
216.0,34
217.0,34
220.0,34
223.0,34
229.0,34
230.0,34
234.0,34
235.0,34
240.0,34
255.0,34
263.0,34
273.0,34
274.0,34
275.0,34
288.0,34
290.0,34
292.0,34
305.0,34
323.0,34
328.0,34
330.0,34
331.0,34
347.0,34
349.0,34
353.0,34
354.0,34
357.0,34
359.0,34
367.0,34
372.0,34
373.0,34
377.0,34
379.0,34
380.0,34
381.0,34
386.0,34
391.0,34
394.0,34
395.0,34
404.0,34
411.0,34
412.0,34
414.0,34
425.0,34
430.0,34
434.0,34
436.0,34
446.0,34
453.0,34
455.0,34
457.0,34
470.0,34
474.0,34
476.0,34
477.0,34
480.0,34
488.0,34
489.0,34
498.0,34
507.0,34
509.0,34
514.0,34
517.0,34
525.0,34
527.0,34
534.0,34
559.0,34
560.0,34
561.0,34
563.0,34
565.0,34
567.0,34
570.0,34
579.0,34
580.0,34
584.0,34
593.0,34
596.0,34
597.0,34
600.0,34
602.0,34
603.0,34
604.0,34
607.0,34
608.0,34
5.0,36
6.0,36
11.0,36
18.0,36
32.0,36
33.0,36
44.0,36
51.0,36
58.0,36
64.0,36
70.0,36
84.0,36
90.0,36
91.0,36
103.0,36
109.0,36
112.0,36
117.0,36
142.0,36
150.0,36
162.0,36
171.0,36
182.0,36
191.0,36
195.0,36
198.0,36
199.0,36
206.0,36
229.0,36
235.0,36
243.0,36
262.0,36
263.0,36
265.0,36
270.0,36
290.0,36
301.0,36
302.0,36
304.0,36
308.0,36
323.0,36
337.0,36
357.0,36
372.0,36
378.0,36
402.0,36
404.0,36
414.0,36
425.0,36
432.0,36
437.0,36
462.0,36
469.0,36
470.0,36
474.0,36
488.0,36
492.0,36
501.0,36
521.0,36
559.0,36
588.0,36
589.0,36
590.0,36
602.0,36
603.0,36
606.0,36
607.0,36
21.0,38
217.0,38
448.0,38
474.0,38
5.0,39
8.0,39
12.0,39
14.0,39
32.0,39
33.0,39
35.0,39
38.0,39
45.0,39
46.0,39
56.0,39
57.0,39
58.0,39
64.0,39
68.0,39
91.0,39
94.0,39
95.0,39
102.0,39
104.0,39
109.0,39
111.0,39
112.0,39
113.0,39
117.0,39
121.0,39
132.0,39
144.0,39
156.0,39
167.0,39
169.0,39
174.0,39
176.0,39
177.0,39
181.0,39
191.0,39
200.0,39
216.0,39
224.0,39
226.0,39
230.0,39
232.0,39
235.0,39
240.0,39
242.0,39
263.0,39
266.0,39
275.0,39
280.0,39
283.0,39
284.0,39
286.0,39
294.0,39
307.0,39
308.0,39
313.0,39
314.0,39
328.0,39
347.0,39
353.0,39
357.0,39
367.0,39
370.0,39
372.0,39
386.0,39
387.0,39
409.0,39
414.0,39
434.0,39
446.0,39
458.0,39
468.0,39
469.0,39
470.0,39
474.0,39
480.0,39
484.0,39
486.0,39
489.0,39
500.0,39
506.0,39
507.0,39
509.0,39
512.0,39
525.0,39
555.0,39
559.0,39
561.0,39
564.0,39
566.0,39
570.0,39
577.0,39
583.0,39
584.0,39
592.0,39
594.0,39
596.0,39
597.0,39
599.0,39
600.0,39
602.0,39
603.0,39
604.0,39
608.0,39
311.0,40
544.0,40
6.0,41
9.0,41
59.0,41
91.0,41
117.0,41
182.0,41
268.0,41
314.0,41
337.0,41
372.0,41
467.0,41
470.0,41
474.0,41
593.0,41
599.0,41
234.0,42
368.0,42
414.0,42
553.0,42
588.0,42
597.0,42
599.0,42
6.0,43
33.0,43
288.0,43
437.0,43
470.0,43
474.0,43
521.0,43
599.0,43
11.0,44
15.0,44
17.0,44
19.0,44
21.0,44
40.0,44
58.0,44
68.0,44
94.0,44
117.0,44
119.0,44
121.0,44
136.0,44
160.0,44
182.0,44
202.0,44
217.0,44
219.0,44
226.0,44
240.0,44
243.0,44
274.0,44
284.0,44
294.0,44
314.0,44
354.0,44
373.0,44
380.0,44
386.0,44
387.0,44
396.0,44
408.0,44
414.0,44
428.0,44
438.0,44
447.0,44
452.0,44
469.0,44
486.0,44
514.0,44
534.0,44
545.0,44
561.0,44
592.0,44
599.0,44
608.0,44
4.0,45
6.0,45
64.0,45
84.0,45
109.0,45
132.0,45
156.0,45
181.0,45
182.0,45
217.0,45
229.0,45
250.0,45
266.0,45
275.0,45
316.0,45
385.0,45
386.0,45
387.0,45
396.0,45
414.0,45
446.0,45
469.0,45
474.0,45
476.0,45
479.0,45
501.0,45
502.0,45
536.0,45
597.0,45
599.0,45
602.0,45
603.0,45
6.0,46
40.0,46
84.0,46
113.0,46
201.0,46
240.0,46
268.0,46
304.0,46
411.0,46
414.0,46
474.0,46
489.0,46
594.0,46
600.0,46
606.0,46
1.0,47
4.0,47
6.0,47
8.0,47
13.0,47
14.0,47
15.0,47
16.0,47
17.0,47
18.0,47
19.0,47
26.0,47
28.0,47
39.0,47
41.0,47
42.0,47
43.0,47
47.0,47
54.0,47
56.0,47
58.0,47
62.0,47
63.0,47
64.0,47
66.0,47
68.0,47
72.0,47
75.0,47
76.0,47
81.0,47
82.0,47
91.0,47
94.0,47
102.0,47
104.0,47
105.0,47
109.0,47
110.0,47
112.0,47
116.0,47
117.0,47
121.0,47
122.0,47
123.0,47
126.0,47
129.0,47
131.0,47
132.0,47
133.0,47
134.0,47
135.0,47
136.0,47
140.0,47
141.0,47
142.0,47
144.0,47
152.0,47
156.0,47
160.0,47
166.0,47
171.0,47
176.0,47
177.0,47
178.0,47
179.0,47
181.0,47
182.0,47
187.0,47
191.0,47
192.0,47
198.0,47
199.0,47
200.0,47
204.0,47
217.0,47
219.0,47
220.0,47
222.0,47
223.0,47
226.0,47
227.0,47
230.0,47
232.0,47
233.0,47
239.0,47
241.0,47
242.0,47
247.0,47
249.0,47
251.0,47
254.0,47
260.0,47
261.0,47
268.0,47
274.0,47
284.0,47
286.0,47
288.0,47
294.0,47
297.0,47
298.0,47
301.0,47
302.0,47
305.0,47
307.0,47
313.0,47
314.0,47
317.0,47
318.0,47
322.0,47
326.0,47
328.0,47
330.0,47
332.0,47
334.0,47
336.0,47
337.0,47
339.0,47
346.0,47
347.0,47
351.0,47
352.0,47
353.0,47
354.0,47
362.0,47
368.0,47
369.0,47
370.0,47
372.0,47
373.0,47
379.0,47
380.0,47
381.0,47
386.0,47
387.0,47
391.0,47
400.0,47
402.0,47
403.0,47
404.0,47
411.0,47
412.0,47
414.0,47
415.0,47
417.0,47
419.0,47
424.0,47
425.0,47
426.0,47
432.0,47
433.0,47
434.0,47
437.0,47
441.0,47
444.0,47
445.0,47
446.0,47
448.0,47
452.0,47
453.0,47
462.0,47
464.0,47
468.0,47
469.0,47
470.0,47
474.0,47
477.0,47
480.0,47
483.0,47
484.0,47
486.0,47
489.0,47
498.0,47
505.0,47
507.0,47
512.0,47
514.0,47
517.0,47
524.0,47
525.0,47
534.0,47
540.0,47
541.0,47
542.0,47
551.0,47
560.0,47
561.0,47
565.0,47
570.0,47
573.0,47
574.0,47
580.0,47
584.0,47
588.0,47
590.0,47
597.0,47
599.0,47
600.0,47
601.0,47
602.0,47
606.0,47
608.0,47
610.0,47
19.0,48
20.0,48
21.0,48
27.0,48
38.0,48
40.0,48
43.0,48
48.0,48
58.0,48
60.0,48
64.0,48
68.0,48
76.0,48
103.0,48
111.0,48
117.0,48
132.0,48
134.0,48
144.0,48
161.0,48
169.0,48
